,user_id,user_country,sex,height,weight,started,birth,ascent_id,grade_id,method_id,description,climb_type,date,year,name,crag,sector_id,sector,country,rating,user_recommended,score,fra_routes
0,89,ITA,0,172,63,1989,1971-09-18,3402814,62,1,,0,1404252000,2014,Uhu,Fenda,427,Carallon,PRT,2,0,1000,8a
1,361,PRT,0,167,73,1997,1983-03-27,5436,62,1,,0,964562400,2000,Marsupilami,Fenda,427,Carallon,PRT,2,0,1000,8a
2,408,PRT,0,172,63,2001,1985-09-08,36985,62,1,,0,1009494000,2001,Marsupilami,Fenda,427,Carallon,PRT,1,0,1000,8a
4,408,PRT,0,172,63,2001,1985-09-08,141513,62,1,,0,1059343200,2003,Rampa dos crocodilos,Fenda,810,Crocodilos,PRT,3,0,1000,8a
6,408,PRT,0,172,63,2001,1985-09-08,707727,62,1,,0,1184450400,2007,Guardião,Fenda,427,Carallon,PRT,1,0,1000,8a
10,408,PRT,0,172,63,2001,1985-09-08,800578,62,1,,0,1195254000,2007,Tira teimas,Fenda,560,Piratas,PRT,2,0,1000,8a
11,408,PRT,0,172,63,2001,1985-09-08,867781,62,1,,0,1205276400,2008,O rei da branca,Fenda,810,Crocodilos,PRT,2,0,1000,8a
12,408,PRT,0,172,63,2001,1985-09-08,881777,62,1,,0,1206745200,2008,Bombeirada na serra,Fenda,0,Crocodilos,PRT,3,0,1000,8a
13,408,PRT,0,172,63,2001,1985-09-08,1081357,62,1,,0,1225148400,2008,Rred curry on rrice,Fenda,810,Crocodilos,PRT,3,0,1000,8a
17,408,PRT,0,172,63,2001,1985-09-08,1182964,62,1,,0,1237676400,2009,Margem sul,Meio mango,11239,Cabo da boa esperança,PRT,3,1,1000,8a
18,408,PRT,0,172,63,2001,1985-09-08,1256155,62,2,,0,1242856800,2009,Miticoide,Azoia,5764,Varandas,PRT,3,0,1000,8a
22,408,PRT,0,172,63,2001,1985-09-08,1388924,62,1,,0,1252792800,2009,Margem das anilhas,Meio mango,0,Cabo da boa esperança,PRT,3,0,1000,8a
23,408,PRT,0,172,63,2001,1985-09-08,1406205,62,1,,0,1254261600,2009,Nada na manga,Meio mango,0,Poças,PRT,3,0,1000,8a
25,408,PRT,0,172,63,2001,1985-09-08,1562320,62,1,,0,1270850400,2010,Refúgio das freiras,Meio mango,0,Degraus,PRT,3,1,1000,8a
26,408,PRT,0,172,63,2001,1985-09-08,1598363,62,1,,0,1273701600,2010,Matar o bicho,Meio mango,0,Baía,PRT,3,1,1000,8a
28,408,PRT,0,172,63,2001,1985-09-08,1641619,62,1,,0,1276984800,2010,Dia da agonia,Meio mango,0,Baía,PRT,3,1,1000,8a
30,408,PRT,0,172,63,2001,1985-09-08,2295550,62,1,,0,1326322800,2012,Burro sentado,Meio mango,0,Cabo da boa esperança,PRT,3,0,1000,8a
31,408,PRT,0,172,63,2001,1985-09-08,2344001,62,1,,0,1331506800,2012,Eu a ti dobrava-te,Meio mango,0,Poças,PRT,3,1,1000,8a
32,408,PRT,0,172,63,2001,1985-09-08,2452845,62,1,,0,1337983200,2012,Cabo das tormentas,Meio mango,0,Santa Linha,PRT,3,1,1000,8a
35,408,PRT,0,172,63,2001,1985-09-08,2757902,62,1,,0,1359586800,2013,Dívida interna,Meio mango,0,Poças,PRT,3,0,1000,8a
36,408,PRT,0,172,63,2001,1985-09-08,2896755,62,3,,0,1370124000,2013,Fim da linha,Meio mango,0,Baía,PRT,3,1,1000,8a
39,408,PRT,0,172,63,2001,1985-09-08,4642560,62,1,,0,1489878000,2017,Pirlimpimpim,Meio mango,0,Smart,PRT,3,1,1000,8a
47,2688,PRT,0,0,0,2000,,1020737,62,1,,0,1202166000,2008,Rred curry on rrice,Fenda,810,Crocodilos,PRT,0,0,1000,8a
48,2688,PRT,0,0,0,2000,,1020742,62,1,,0,1202511600,2008,Miticoide,Azoia,5764,Varandas,PRT,0,0,1000,8a
49,2688,PRT,0,0,0,2000,,1020777,62,1,,0,1205017200,2008,Guardião,Fenda,427,Carallon,PRT,0,0,1000,8a
51,2688,PRT,0,0,0,2000,,1035236,62,1,,0,1220997600,2008,Tira teimas,Fenda,560,Piratas,PRT,0,0,1000,8a
53,2688,PRT,0,0,0,2000,,1063318,62,1,,0,1223503200,2008,Bombeirada na serra,Fenda,0,Crocodilos,PRT,0,0,1000,8a
54,2688,PRT,0,0,0,2000,,1063319,62,1,,0,1223503200,2008,Rei da branca,Fenda,810,Crocodilos,PRT,0,0,1000,8a
59,2688,PRT,0,0,0,2000,,1180827,62,1,,0,1237503600,2009,Margem sul,Meio mango,0,Cabo da boa esperança,PRT,0,1,1000,8a
60,2688,PRT,0,0,0,2000,,1598695,62,1,,0,1273701600,2010,Nada na manga,Meio mango,0,Poças,PRT,0,0,1000,8a
62,2688,PRT,0,0,0,2000,,1625885,62,1,,0,1275688800,2010,Matar o bicho,Meio mango,0,Baía,PRT,0,0,1000,8a
63,2688,PRT,0,0,0,2000,,1982618,62,1,,0,1304546400,2011,Margem das anilhas,Meio mango,0,Cabo da boa esperança,PRT,0,0,1000,8a
64,2688,PRT,0,0,0,2000,,2402703,62,1,,0,1335045600,2012,Eu a ti dobrava-te,Meio mango,0,Poças,PRT,0,0,1000,8a
65,2688,PRT,0,0,0,2000,,2482085,62,1,,0,1339538400,2012,Cabo das tormentas,Meio mango,0,Santa Linha,PRT,0,0,1000,8a
66,2688,PRT,0,0,0,2000,,2607733,62,1,,0,1347487200,2012,Dia da agonia,Meio mango,1966,Baía,PRT,0,1,1000,8a
67,2688,PRT,0,0,0,2000,,2607734,62,1,,0,1347487200,2012,Burro sentado,Meio mango,11239,Cabo da boa esperança,PRT,0,0,1000,8a
68,2688,PRT,0,0,0,2000,,2625913,62,1,,0,1348696800,2012,Refúgio das freiras,Meio mango,0,Degraus,PRT,0,1,1000,8a
72,4674,PRT,0,173,63,2000,1977-04-20,628841,62,1,,0,1175292000,2007,Rampa dos crocodilos,Fenda,810,Crocodilos,PRT,3,0,1000,8a
74,4674,PRT,0,173,63,2000,1977-04-20,4702862,62,1,,0,1490997600,2017,Uhu,Fenda,427,Carallon,PRT,3,0,1000,8a
80,6246,PRT,0,173,68,1999,1979-02-16,598063,62,1,,0,1170457200,2007,Rampa dos crocodilos,Fenda,810,Crocodilos,PRT,3,0,1000,8a
81,6246,PRT,0,173,68,1999,1979-02-16,646657,62,1,,0,1177106400,2007,Uhu,Fenda,427,Carallon,PRT,3,0,1000,8a
83,6246,PRT,0,173,68,1999,1979-02-16,943167,62,1,,0,1212271200,2008,Tira teimas,Fenda,560,Piratas,PRT,3,0,1000,8a
86,6246,PRT,0,173,68,1999,1979-02-16,3715329,62,1,,0,1426978800,2015,Marsupilami,Fenda,828,Carallon,PRT,3,1,1000,8a
90,8217,BRA,0,186,68,1992,1979-05-11,288983,62,1,,0,1082757600,2004,Uhu,Fenda,427,Carallon,PRT,3,0,1000,8a
93,8217,BRA,0,186,68,1992,1979-05-11,293469,62,1,,0,1111618800,2005,Rred curry on rrice,Fenda,810,Crocodilos,PRT,3,0,1000,8a
95,8217,BRA,0,186,68,1992,1979-05-11,387509,62,1,,0,1067727600,2003,Marsupilami,Fenda,427,Carallon,PRT,3,0,1000,8a
96,8219,PRT,0,178,68,1995,1976-02-16,289059,62,1,,0,1074380400,2004,Rampa dos crocodilos,Fenda,810,Crocodilos,PRT,3,0,1000,8a
97,8219,PRT,0,178,68,1995,1976-02-16,289060,62,1,,0,1082757600,2004,Uhu,Fenda,427,Carallon,PRT,3,0,1000,8a
100,8219,PRT,0,178,68,1995,1976-02-16,289188,62,1,,0,1011222000,2002,Marsupilami,Fenda,427,Carallon,PRT,0,0,1000,8a
102,8219,PRT,0,178,68,1995,1976-02-16,391542,62,1,,0,1131836400,2005,Rred curry on rrice,Fenda,810,Crocodilos,PRT,3,0,1000,8a
104,8219,PRT,0,178,68,1995,1976-02-16,1151960,62,1,,0,1233961200,2009,Rei da branca,Fenda,810,Crocodilos,PRT,0,0,1000,8a
105,8428,BGR,0,0,0,2000,1980-01-18,389793,62,1,,0,1131490800,2005,Uhu,Fenda,427,Carallon,PRT,3,0,1000,8a
106,8885,PRT,0,170,68,2002,1987-01-26,1230621,62,1,,0,1240956000,2009,Uhu,Fenda,427,Carallon,PRT,3,0,1000,8a
107,8885,PRT,0,170,68,2002,1987-01-26,1244483,62,1,,0,1241906400,2009,Rampa dos crocodilos,Fenda,810,Crocodilos,PRT,3,0,1000,8a
108,8885,PRT,0,170,68,2002,1987-01-26,1449464,62,1,,0,1258153200,2009,Marsupilami,Fenda,427,Carallon,PRT,3,1,1000,8a
110,8898,PRT,1,172,58,1998,1979-01-31,1039116,62,1,,0,1221256800,2008,Marsupilami,Fenda,427,Carallon,PRT,3,0,1000,8a
111,8898,PRT,1,172,58,1998,1979-01-31,1048216,62,1,,0,1222207200,2008,Uhu,Fenda,427,Carallon,PRT,3,0,1000,8a
113,9530,PRT,0,184,78,2003,1988-01-10,2266811,62,1,,0,1323817200,2011,Uhu,Fenda,427,Carallon,PRT,3,1,1000,8a
114,9530,PRT,0,184,78,2003,1988-01-10,3037448,62,1,,0,1378591200,2013,Dominio da kind,Guia,0,,PRT,0,1,1000,8a
133,10175,PRT,0,0,63,1998,1984-10-28,923917,62,1,,0,1210629600,2008,Guardião,Fenda,427,Carallon,PRT,0,0,1000,8a
148,11052,BRA,0,185,73,1995,1979-12-06,549613,62,1,,0,1161208800,2006,Marsupilami,Fenda,427,Carallon,PRT,3,0,1000,8a
149,11114,PRT,0,178,78,0,1978-03-07,812776,62,1,,0,1174604400,2007,Marsupilami,Fenda,427,Carallon,PRT,0,0,1000,8a
150,11114,PRT,0,178,78,0,1978-03-07,812777,62,1,,0,1191016800,2007,Uhu,Fenda,427,Carallon,PRT,0,0,1000,8a
151,11114,PRT,0,178,78,0,1978-03-07,868485,62,1,,0,1205449200,2008,Rampa dos crocodilos,Fenda,810,Crocodilos,PRT,0,0,1000,8a
152,11114,PRT,0,178,78,0,1978-03-07,880139,62,1,,0,1206572400,2008,Guardião,Fenda,427,Carallon,PRT,3,0,1000,8a
154,11403,CZE,0,182,73,1988,1972-04-26,801637,62,1,,0,1195254000,2007,Rampa dos crocodilos,Fenda,810,Crocodilos,PRT,1,0,1000,8a
155,11403,CZE,0,182,73,1988,1972-04-26,1162321,62,1,,0,1229209200,2008,Mae dos deuses,Guia,0,,PRT,0,1,1000,8a
156,11429,PRT,0,174,63,2001,1973-09-23,412196,62,1,,0,1125352800,2005,Uhu,Fenda,427,Carallon,PRT,0,0,1000,8a
157,11429,PRT,0,174,63,2001,1973-09-23,412197,62,1,,0,1128808800,2005,Marsupilami,Fenda,427,Carallon,PRT,0,0,1000,8a
158,11429,PRT,0,174,63,2001,1973-09-23,616745,62,1,,0,1173567600,2007,Rampa dos crocodilos,Fenda,810,Crocodilos,PRT,3,0,1000,8a
159,11429,PRT,0,174,63,2001,1973-09-23,696234,62,1,,0,1182895200,2007,Guardião,Fenda,427,Carallon,PRT,2,0,1000,8a
161,11429,PRT,0,174,63,2001,1973-09-23,2048129,62,1,,0,1308780000,2011,Margem sul,Meio mango,0,Cabo da boa esperança,PRT,3,0,1000,8a
163,11429,PRT,0,174,63,2001,1973-09-23,2295392,62,1,,0,1326322800,2012,Margem das anilhas,Meio mango,0,Cabo da boa esperança,PRT,3,0,1000,8a
164,11429,PRT,0,174,63,2001,1973-09-23,2418774,62,1,,0,1335996000,2012,Tira teimas,Fenda,560,Piratas,PRT,0,0,1000,8a
165,11429,PRT,0,174,63,2001,1973-09-23,2860816,62,1,,0,1367791200,2013,Psico kind,Guia,461,Degraus,PRT,2,0,1000,8a
166,11429,PRT,0,174,63,2001,1973-09-23,3037310,62,1,,0,1378591200,2013,Dominio da kind,Guia,461,Degraus,PRT,2,0,1000,8a
170,12046,PRT,0,180,63,2000,1984-01-17,873778,62,1,,0,1206054000,2008,Rampa dos crocodilos,Fenda,810,Crocodilos,PRT,0,0,1000,8a
187,13637,PRT,0,178,73,2005,1978-07-11,4249361,62,1,,0,1461967200,2016,Marsupilami,Fenda,427,Carallon,PRT,3,0,1000,8a
189,16204,PRT,0,0,63,2002,1980-11-06,1636196,62,1,,0,1276380000,2010,Rampa dos crocodilos,Fenda,810,Crocodilos,PRT,3,0,1000,8a
191,16204,PRT,0,0,63,2002,1980-11-06,4327366,62,1,,0,1466805600,2016,Margem sul,Meio mango,11239,Cabo da boa esperança,PRT,3,1,1000,8a
203,19807,PRT,0,178,63,2005,1983-07-03,3458047,62,1,,0,1407880800,2014,Uhu,Fenda,427,Carallon,PRT,0,0,1000,8a
205,20950,PRT,0,174,63,2008,1987-03-24,1820387,62,1,,0,1289948400,2010,Rampa dos crocodilos,Fenda,810,Crocodilos,PRT,2,0,1000,8a
207,20950,PRT,0,174,63,2008,1987-03-24,2042726,62,1,,0,1308434400,2011,Uhu,Fenda,427,Carallon,PRT,3,0,1000,8a
208,20950,PRT,0,174,63,2008,1987-03-24,2142387,62,1,,0,1315087200,2011,Marsupilami,Fenda,427,Carallon,PRT,3,0,1000,8a
209,20950,PRT,0,174,63,2008,1987-03-24,2173485,62,1,,0,1317247200,2011,Margem sul,Meio mango,0,Cabo da boa esperança,PRT,3,0,1000,8a
210,20950,PRT,0,174,63,2008,1987-03-24,2223024,62,1,,0,1320274800,2011,Guardião,Fenda,427,Carallon,PRT,1,0,1000,8a
211,20950,PRT,0,174,63,2008,1987-03-24,2618243,62,1,,0,1348264800,2012,O rei da branca,Fenda,810,Crocodilos,PRT,3,0,1000,8a
212,21369,PRT,0,184,0,0,1988-03-06,1235302,62,1,,0,1240783200,2009,Uhu,Fenda,427,Carallon,PRT,3,0,1000,8a
213,21369,PRT,0,184,0,0,1988-03-06,1450386,62,1,,0,1258239600,2009,Marsupilami,Fenda,427,Carallon,PRT,3,0,1000,8a
214,21369,PRT,0,184,0,0,1988-03-06,2736747,62,1,,0,1357599600,2013,Rampa dos crocodilos,Fenda,810,Crocodilos,PRT,3,0,1000,8a
216,21369,PRT,0,184,0,0,1988-03-06,2846731,62,1,,0,1367186400,2013,Margem sul,Meio mango,0,Cabo da boa esperança,PRT,3,1,1000,8a
217,21369,PRT,0,184,0,0,1988-03-06,3200980,62,1,,0,1391295600,2014,Rred curry on rrice,Fenda,810,Crocodilos,PRT,3,0,1000,8a
221,24343,ESP,0,183,73,1990,1974-07-06,3280034,62,1,,0,1397340000,2014,Marsupilami,Fenda,427,Carallon,PRT,2,1,1000,8a
230,30727,NOR,0,178,68,2008,1995-12-17,4687414,62,1,,0,1492466400,2017,Marsupilami,Fenda,427,Carallon,PRT,3,1,1000,8a
233,33931,PRT,0,171,63,1983,1967-08-11,2098641,62,1,,0,1312495200,2011,Uhu,Fenda,427,Carallon,PRT,0,0,1000,8a
234,33931,PRT,0,171,63,1983,1967-08-11,2236706,62,1,,0,1321138800,2011,Marsupilami,Fenda,427,Carallon,PRT,0,0,1000,8a
235,33931,PRT,0,171,63,1983,1967-08-11,3599543,62,1,,0,1414796400,2014,Tira teimas,Fenda,560,Piratas,PRT,0,0,1000,8a
236,33931,PRT,0,171,63,1983,1967-08-11,3713410,62,1,,0,1426892400,2015,Rampa dos crocodilos,Fenda,810,Crocodilos,PRT,3,0,1000,8a
237,33931,PRT,0,171,63,1983,1967-08-11,4265945,62,1,,0,1457218800,2016,Margem sul,Meio mango,11239,Cabo da boa esperança,PRT,3,1,1000,8a
243,41186,PRT,0,170,63,1990,,2316451,62,1,,0,1309557600,2011,Burro sentado,Meio mango,11239,Cabo da boa esperança,PRT,2,0,1000,8a
245,41186,PRT,0,170,63,1990,,2339955,62,1,,0,1242856800,2009,Complexos miticoides,Azoia,5764,Varandas,PRT,3,0,1000,8a
246,41186,PRT,0,170,63,1990,,2339956,62,1,,0,1276984800,2010,Matar o bicho,Meio mango,1966,Baía,PRT,0,0,1000,8a
247,41186,PRT,0,170,63,1990,,2339957,62,1,,0,1283637600,2010,Dia da agonia,Meio mango,1966,Baía,PRT,3,0,1000,8a
248,41186,PRT,0,170,63,1990,,2339958,62,1,,0,1255730400,2009,Nada na manga,Meio mango,694,Poças,PRT,3,0,1000,8a
249,41186,PRT,0,170,63,1990,,2339962,62,1,,0,1241128800,2009,Margem sul,Meio mango,11239,Cabo da boa esperança,PRT,3,0,1000,8a
250,41186,PRT,0,170,63,1990,,2340873,62,1,,0,1288566000,2010,Margem das anilhas,Meio mango,11239,Cabo da boa esperança,PRT,3,0,1000,8a
251,41186,PRT,0,170,63,1990,,2340879,62,1,,0,1258758000,2009,Refúgio das freiras,Meio mango,0,Degraus,PRT,0,0,1000,8a
257,41186,PRT,0,170,63,1990,,2341068,62,1,,0,1247263200,2009,Entrefóbica,Guia,5172,Cantinho dos teimosos,PRT,2,0,1000,8a
263,41186,PRT,0,170,63,1990,,2341193,62,1,,0,1206745200,2008,Bombeirada na serra,Fenda,0,Crocodilos,PRT,3,0,1000,8a
264,41186,PRT,0,170,63,1990,,2341199,62,1,,0,1208556000,2008,O rei da branca,Fenda,810,Crocodilos,PRT,3,0,1000,8a
265,41186,PRT,0,170,63,1990,,2341205,62,1,,0,1188597600,2007,Guardião,Fenda,427,Carallon,PRT,2,0,1000,8a
266,41186,PRT,0,170,63,1990,,2341207,62,1,,0,1112392800,2005,Rred curry on rrice,Fenda,810,Crocodilos,PRT,3,0,1000,8a
267,41186,PRT,0,170,63,1990,,2341266,62,1,,0,876952800,1997,Uhu,Fenda,427,Carallon,PRT,3,0,1000,8a
268,41186,PRT,0,170,63,1990,,2341268,62,1,,0,809992800,1995,Marsupilami,Fenda,427,Carallon,PRT,3,0,1000,8a
269,41186,PRT,0,170,63,1990,,2341272,62,1,,0,859330800,1997,Rampa dos crocodilos,Fenda,810,Crocodilos,PRT,3,0,1000,8a
270,41186,PRT,0,170,63,1990,,2341293,62,1,,0,897084000,1998,Tira teimas,Fenda,560,Piratas,PRT,2,0,1000,8a
275,41186,PRT,0,170,63,1990,,2375559,62,1,,0,1333576800,2012,Eu a ti dobrava-te,Meio mango,694,Poças,PRT,0,0,1000,8a
277,41186,PRT,0,170,63,1990,,2522079,62,1,,0,1342303200,2012,Cabo das tormentas,Meio mango,6929,Santa linha,PRT,3,0,1000,8a
280,41186,PRT,0,170,63,1990,,2813788,62,1,,0,1365112800,2013,Dívida interna,Meio mango,694,Poças,PRT,3,0,1000,8a
281,41186,PRT,0,170,63,1990,,2899824,62,1,,0,1370037600,2013,Fim da linha,Meio mango,1966,Baía,PRT,3,0,1000,8a
285,41186,PRT,0,170,63,1990,,4146693,62,1,,0,1454540400,2016,A 2ª cruzada,Meio mango,6929,Santa linha,PRT,3,0,1000,8a
286,41186,PRT,0,170,63,1990,,4546973,62,1,,0,1481151600,2016,Pirlimpimpim,Meio mango,0,Smart,PRT,3,0,1000,8a
287,46346,ESP,0,135,40,2006,2002-10-23,3242633,62,1,,0,1394924400,2014,Rampa dos crocodilos,Fenda,810,Crocodilos,PRT,3,0,1000,8a
288,46346,ESP,0,135,40,2006,2002-10-23,4555197,62,1,,0,1481324400,2016,Marsupilami,Fenda,427,Carallon,PRT,0,0,1000,8a
289,46770,PRT,0,0,0,0,,4788016,62,1,,0,1406325600,2014,Uhu,Fenda,828,Carallon,PRT,0,0,1000,8a
305,50421,PRT,0,173,0,0,1988-09-09,4617825,62,1,,0,1488063600,2017,Uhu,Fenda,427,Carallon,PRT,3,0,1000,8a
306,50421,PRT,0,173,0,0,1988-09-09,4748095,62,1,,0,1495836000,2017,Marsupilami,Fenda,427,Carallon,PRT,2,0,1000,8a
307,52164,PRT,0,180,78,2008,1983-07-21,4643355,62,1,,0,1490050800,2017,Uhu,Fenda,427,Carallon,PRT,3,0,1000,8a
308,59414,PRT,0,172,68,2014,1988-09-05,4619889,62,1,,0,1488236400,2017,Uhu,Fenda,427,Carallon,PRT,0,0,1000,8a
309,59414,PRT,0,172,68,2014,1988-09-05,4730242,62,1,,0,1494712800,2017,Marsupilami,Fenda,427,Carallon,PRT,0,0,1000,8a
310,59420,CAN,0,180,73,2011,1997-11-05,4086242,62,1,,0,1449702000,2015,Marsupilami,Fenda,427,Carallon,PRT,0,0,1000,8a
311,59420,CAN,0,180,73,2011,1997-11-05,4086244,62,2,,0,1449702000,2015,U.h.u,Fenda,427,Carallon,PRT,0,0,1000,8a
312,59420,CAN,0,180,73,2011,1997-11-05,4575108,62,2,,0,1447110000,2015,Marsupilami,Fenda,0,Carallon,PRT,3,0,1000,8a
313,59420,CAN,0,180,73,2011,1997-11-05,4575109,62,2,,0,1447110000,2015,Uhu,Fenda,0,Carallon,PRT,3,0,1000,8a
314,59420,CAN,0,180,73,2011,1997-11-05,4575113,62,1,,0,1446937200,2015,Marsupilami,Fenda,0,Carallon,PRT,0,0,1000,8a
315,59420,CAN,0,180,73,2011,1997-11-05,4575126,62,2,,0,1478732400,2016,Marsupilami,Fenda,0,Carallon,PRT,0,0,1000,8a
316,59420,CAN,0,180,73,2011,1997-11-05,4575127,62,2,,0,1478732400,2016,Uhu,Fenda,0,Carallon,PRT,0,0,1000,8a
317,61562,DEU,0,0,0,0,,4603192,62,1,,0,1486249200,2017,Marsupilami,Fenda,427,Carallon,PRT,3,0,1000,8a
318,61562,DEU,0,0,0,0,,4603195,62,1,,0,1486335600,2017,Uhu,Fenda,427,Carallon,PRT,3,0,1000,8a
319,61562,DEU,0,0,0,0,,4614637,62,1,,0,1487286000,2017,Rampa dos crocodilos,Fenda,810,Crocodilos,PRT,3,0,1000,8a
320,89,ITA,0,172,63,1989,1971-09-18,3402815,55,3,,0,1404252000,2014,El carallon,Fenda,427,Carallon,PRT,0,0,850,7b+
321,89,ITA,0,172,63,1989,1971-09-18,3402816,55,3,,0,1404252000,2014,O último voo de nosferatu,Fenda,427,Carallon,PRT,0,0,850,7b+
322,89,ITA,0,172,63,1989,1971-09-18,3406889,55,3,,0,1404597600,2014,Chuva de estrelas,Fenda,810,Crocodilos,PRT,0,0,850,7b+
325,361,PRT,0,167,73,1997,1983-03-27,5460,55,1,,0,973033200,2000,Branca de neve,Fenda,810,Crocodilos,PRT,0,0,850,7b+
326,361,PRT,0,167,73,1997,1983-03-27,5463,55,2,,0,946681200,2000,Tá bem abelha,Fenda,427,Carallon,PRT,0,0,850,7b+
327,361,PRT,0,167,73,1997,1983-03-27,5855,55,1,,0,979945200,2001,Quebra costas,Fenda,810,Crocodilos,PRT,0,0,850,7b+
328,408,PRT,0,172,63,2001,1985-09-08,17799,55,1,,0,994543200,2001,Tótó,Fenda,0,Crocodilos,PRT,3,0,850,7b+
329,408,PRT,0,172,63,2001,1985-09-08,36986,55,3,,0,1008802800,2001,Unicórnio,Fenda,427,Carallon,PRT,3,0,850,7b+
330,408,PRT,0,172,63,2001,1985-09-08,50660,55,3,,0,1019253600,2002,Gugudádá,Fenda,1950,Carallon,PRT,3,0,850,7b+
332,408,PRT,0,172,63,2001,1985-09-08,76108,55,2,,0,1030658400,2002,O rei manda,Fenda,810,Crocodilos,PRT,2,0,850,7b+
333,408,PRT,0,172,63,2001,1985-09-08,79154,55,1,,0,1031695200,2002,Tiro e queda,Fenda,427,Carallon,PRT,2,0,850,7b+
334,408,PRT,0,172,63,2001,1985-09-08,95261,55,1,,0,1040338800,2002,Chapa 3,Fenda,560,Piratas,PRT,2,0,850,7b+
338,408,PRT,0,172,63,2001,1985-09-08,131543,55,1,,0,1055282400,2003,Quebra costas,Fenda,810,Crocodilos,PRT,1,0,850,7b+
339,408,PRT,0,172,63,2001,1985-09-08,133787,55,1,,0,1054418400,2003,El carallon,Fenda,427,Carallon,PRT,3,0,850,7b+
341,408,PRT,0,172,63,2001,1985-09-08,141515,55,1,,0,1057269600,2003,Psico-ritual,Guia,0,,PRT,2,0,850,7b+
342,408,PRT,0,172,63,2001,1985-09-08,143551,55,1,,0,1059688800,2003,Metálica,Guia,0,,PRT,0,0,850,7b+
346,408,PRT,0,172,63,2001,1985-09-08,216907,55,1,,0,1086472800,2004,Tripas à moda do portinho,Fenda,1950,Carallon,PRT,3,0,850,7b+
347,408,PRT,0,172,63,2001,1985-09-08,403422,55,1,,0,1134342000,2005,Hidrofóbica,Guia,5172,Cantinho dos teimosos,PRT,2,0,850,7b+
348,408,PRT,0,172,63,2001,1985-09-08,754146,55,3,,0,1189634400,2007,O último voo de nosferatu,Fenda,427,Carallon,PRT,3,0,850,7b+
349,408,PRT,0,172,63,2001,1985-09-08,811742,55,3,,0,1196809200,2007,Chuva de estrelas,Fenda,810,Crocodilos,PRT,3,0,850,7b+
350,408,PRT,0,172,63,2001,1985-09-08,849497,55,3,,0,1203116400,2008,Granda bico,Azoia,5764,Varandas,PRT,3,0,850,7b+
354,408,PRT,0,172,63,2001,1985-09-08,1030482,55,3,,0,1220565600,2008,Clica e cai,Fenda,427,Carallon,PRT,1,0,850,7b+
355,408,PRT,0,172,63,2001,1985-09-08,1059334,55,1,,0,1223071200,2008,Pai nosso,Azoia,2398,Poema rocha,PRT,1,0,850,7b+
360,408,PRT,0,172,63,2001,1985-09-08,1171930,55,1,,0,1236466800,2009,Só a reebok,Meio mango,694,Poças,PRT,2,0,850,7b+
361,408,PRT,0,172,63,2001,1985-09-08,1277618,55,1,,0,1244152800,2009,Super cola 3,Fenda,427,Carallon,PRT,3,0,850,7b+
362,408,PRT,0,172,63,2001,1985-09-08,1277619,55,3,,0,1244325600,2009,Bodas del muchacho,Fenda,427,Carallon,PRT,2,0,850,7b+
366,408,PRT,0,172,63,2001,1985-09-08,1396127,55,1,,0,1253311200,2009,Meio manguito,Meio mango,0,,PRT,2,0,850,7b+
367,408,PRT,0,172,63,2001,1985-09-08,1419752,55,1,,0,1255212000,2009,Geração 70,Meio mango,0,,PRT,3,0,850,7b+
371,408,PRT,0,172,63,2001,1985-09-08,1598364,55,3,,0,1273701600,2010,Ratas del aire,Meio mango,0,,PRT,3,0,850,7b+
372,408,PRT,0,172,63,2001,1985-09-08,1623254,55,3,,0,1275602400,2010,Botznik,Azoia,0,Condominio Fechado,PRT,2,0,850,7b+
373,408,PRT,0,172,63,2001,1985-09-08,1723477,55,3,,0,1282341600,2010,Mau tempo no canal,Meio mango,0,,PRT,3,1,850,7b+
374,408,PRT,0,172,63,2001,1985-09-08,1739209,55,1,,0,1283551200,2010,Dívida externa,Meio mango,0,,PRT,3,1,850,7b+
381,408,PRT,0,172,63,2001,1985-09-08,2442988,55,3,,0,1337551200,2012,Mangolóide,Meio mango,0,,PRT,3,1,850,7b+
385,1331,PRT,0,182,73,2000,1977-04-08,3665977,55,1,,0,1422658800,2015,Quebra costas,Fenda,810,Crocodilos,PRT,3,0,850,7b+
386,1331,PRT,0,182,73,2000,1977-04-08,3691664,55,1,,0,1425164400,2015,Capitão hadock,Fenda,1950,Carallon,PRT,3,0,850,7b+
387,1331,PRT,0,182,73,2000,1977-04-08,3697424,55,1,,0,1425682800,2015,Cabra cega,Fenda,427,Carallon,PRT,3,0,850,7b+
388,1458,ESP,0,181,78,1991,1976-05-06,3284811,55,3,,0,1397512800,2014,Ran-tan-plan,Fenda,0,Carallon,PRT,3,1,850,7b+
389,1458,ESP,0,181,78,1991,1976-05-06,3294790,55,1,,0,1397858400,2014,El carallón,Fenda,427,Carallon,PRT,3,1,850,7b+
391,1816,ESP,0,0,0,2000,,1193795,55,1,,0,1238709600,2009,Quebra costas,Fenda,810,Crocodilos,PRT,3,0,850,7b+
393,1816,ESP,0,0,0,2000,,3290624,55,1,,0,1397858400,2014,El carallon,Fenda,427,Carallon,PRT,2,0,850,7b+
394,1816,ESP,0,0,0,2000,,3290631,55,1,,0,1397512800,2014,Unicórnio,Fenda,427,Carallon,PRT,2,0,850,7b+
