,user_id,user_country,sex,height,weight,started,birth,ascent_id,grade_id,method_id,description,climb_type,date,year,name,crag,sector_id,sector,country,rating,user_recommended,score,fra_routes
7932,55671,PRT,0,170,63,0,1990-09-30,3670400,40,1,,0,1423177200,2015,A dança do anão,Meio mango,694,Poças,PRT,0,0,500,6b
7933,55671,PRT,0,170,63,0,1990-09-30,3687180,40,2,,0,1424732400,2015,Berbere,Fenda,560,Piratas,PRT,0,0,500,6b
7940,55852,PRT,0,178,68,2011,1981-03-06,3572130,40,3,,0,1414882800,2014,Assim tá bom,Guia,1977,Tubo,PRT,0,0,500,6b
7942,56084,PRT,0,172,63,2008,,3621343,40,3,,0,1419030000,2014,Aquecimento da cabra,Guia,904,Farol,PRT,2,1,500,6b
7944,56084,PRT,0,172,63,2008,,3916280,40,3,,0,1438725600,2015,Assim tá bom,Guia,1977,Tubo,PRT,2,0,500,6b
7945,56084,PRT,0,172,63,2008,,3916281,40,1,,0,1438207200,2015,Quebra ossos,Guia,2009,Bloco escadas,PRT,2,0,500,6b
7946,56084,PRT,0,172,63,2008,,3916282,40,1,,0,1436306400,2015,Taxi,Guia,2009,Bloco escadas,PRT,0,0,500,6b
7947,56084,PRT,0,172,63,2008,,3916283,40,1,,0,1438207200,2015,Rapozinho,Guia,461,Degraus,PRT,3,0,500,6b
7954,56084,PRT,0,172,63,2008,,4566944,40,1,,0,1482879600,2016,Aquecimento da cabra,Guia,904,Farol,PRT,3,1,500,6b
7955,56084,PRT,0,172,63,2008,,4792714,40,3,,0,1498255200,2017,Geração gri,Fenda,427,Carallon,PRT,2,0,500,6b
7961,56210,DEU,0,189,78,2014,1986-01-01,3501743,40,2,,0,1410559200,2014,Velho e traidor,Azoia,2398,Poema rocha,PRT,2,1,500,6b
7965,56210,DEU,0,189,78,2014,1986-01-01,3549860,40,1,,0,1413669600,2014,Taxi,Guia,2009,Bloco escadas,PRT,3,1,500,6b
7966,56210,DEU,0,189,78,2014,1986-01-01,3592236,40,2,,0,1416092400,2014,Bufas reais,Azoia,763,Condominio fechado,PRT,2,0,500,6b
7967,56210,DEU,0,189,78,2014,1986-01-01,3598298,40,1,,0,1416697200,2014,Ao lado da speedy gonzales,Fenda,810,Crocodilos,PRT,2,0,500,6b
7972,56210,DEU,0,189,78,2014,1986-01-01,3660466,40,2,,0,1422054000,2015,Quebra ossos,Guia,2009,Bloco escadas,PRT,2,0,500,6b
7974,56210,DEU,0,189,78,2014,1986-01-01,3683752,40,1,,0,1424473200,2015,Geração gri,Fenda,427,Carallon,PRT,1,0,500,6b
7978,56210,DEU,0,189,78,2014,1986-01-01,3822321,40,2,,0,1433023200,2015,Rapozinho,Guia,461,Degraus,PRT,1,0,500,6b
7980,56519,ESP,0,180,83,0,1972-06-30,3913132,40,3,,0,1438812000,2015,Geração gri,Fenda,427,Carallon,PRT,0,0,500,6b
7983,56952,ESP,0,0,0,0,,4207305,40,3,,0,1458774000,2016,Geração gri,Fenda,427,Carallon,PRT,0,0,500,6b
7984,56952,ESP,0,0,0,0,,4207330,40,3,,0,1458774000,2016,Solarium,Fenda,1950,Carallon,PRT,0,0,500,6b
7985,56952,ESP,0,0,0,0,,4207332,40,3,,0,1458860400,2016,Velho obstinado é um velho encharcado,Fenda,810,Crocodilos,PRT,0,0,500,6b
7986,56952,ESP,0,0,0,0,,4207346,40,3,,0,1459033200,2016,A dança do anão,Meio mango,694,Poças,PRT,0,0,500,6b
7987,57040,PRT,0,0,0,0,,3550026,40,1,,0,1413669600,2014,Assim tá bom,Guia,1977,Tubo,PRT,0,0,500,6b
7988,57040,PRT,0,0,0,0,,3625579,40,1,,0,1419462000,2014,Geração gri,Fenda,427,Carallon,PRT,0,0,500,6b
7989,57040,PRT,0,0,0,0,,4592783,40,1,,0,1477173600,2016,Aquecimento da cabra,Guia,904,Farol,PRT,0,0,500,6b
7990,57040,PRT,0,0,0,0,,4592784,40,1,,0,1477173600,2016,Taxi,Guia,2009,Bloco escadas,PRT,0,0,500,6b
7991,57040,PRT,0,0,0,0,,4592792,40,1,,0,1477173600,2016,Quebra ossos,Guia,2009,Bloco escadas,PRT,0,0,500,6b
7992,57040,PRT,0,0,0,0,,4592796,40,1,,0,1477173600,2016,Osso,Guia,904,Farol,PRT,0,0,500,6b
7993,57040,PRT,0,0,0,0,,4592838,40,1,,0,1445551200,2015,Velho e traidor,Azoia,2398,Poema rocha,PRT,0,0,500,6b
7994,57040,PRT,0,0,0,0,,4592844,40,1,,0,1477173600,2016,Bufas reais,Azoia,763,Condominio fechado,PRT,0,0,500,6b
7995,57040,PRT,0,0,0,0,,4592858,40,1,,0,1477173600,2016,Terror na autovia,Fenda,2008,Cú de judas,PRT,0,0,500,6b
8002,57107,FRA,0,171,63,2013,1984-03-01,3557651,40,1,,0,1409522400,2014,Geração gri,Fenda,427,Carallon,PRT,1,0,500,6b
8005,57107,FRA,0,171,63,2013,1984-03-01,3605720,40,4,,0,1490738400,2017,Cabaré do texas,Azoia,642,Cova mijona,PRT,1,0,500,6b
8006,57107,FRA,0,171,63,2013,1984-03-01,3605742,40,1,,0,1382652000,2013,Assim tá bom,Guia,1977,Tubo,PRT,0,0,500,6b
8010,57107,FRA,0,171,63,2013,1984-03-01,4192622,40,4,,0,1458687600,2016,Bufas reais,Azoia,763,Condominio fechado,PRT,1,0,500,6b
8012,57107,FRA,0,171,63,2013,1984-03-01,4663279,40,1,,0,1490738400,2017,A dança do anão,Meio mango,694,Poças,PRT,1,0,500,6b
8013,57107,FRA,0,171,63,2013,1984-03-01,4663280,40,4,,0,1490738400,2017,Velho e traidor,Azoia,2398,Poema rocha,PRT,1,0,500,6b
8069,58382,PRT,0,169,0,2015,1985-08-31,4248838,40,2,,0,1461967200,2016,A dança do anão,Meio mango,694,Poças,PRT,3,0,500,6b
8070,58382,PRT,0,169,0,2015,1985-08-31,4285623,40,1,,0,1463868000,2016,Berebere,Fenda,560,Piratas,PRT,3,0,500,6b
8071,58382,PRT,0,169,0,2015,1985-08-31,4285632,40,2,,0,1463868000,2016,Tuareg,Fenda,560,Piratas,PRT,2,0,500,6b
8072,58382,PRT,0,169,0,2015,1985-08-31,4290341,40,3,,0,1464213600,2016,Bad speedy,Fenda,810,Crocodilos,PRT,2,0,500,6b
8078,58382,PRT,0,169,0,2015,1985-08-31,4483477,40,3,,0,1476568800,2016,"Sangue, suor e lágrimas",Guia,480,Ocidente,PRT,1,0,500,6b
8082,58786,FRA,0,172,78,2012,,4319333,40,3,,0,1458428400,2016,Taxi,Guia,2009,Bloco escadas,PRT,0,0,500,6b
8083,58786,FRA,0,172,78,2012,,4319337,40,3,,0,1458169200,2016,Assim tá bom,Guia,1977,Tubo,PRT,0,0,500,6b
8084,58786,FRA,0,172,78,2012,,4319366,40,3,,0,1458255600,2016,Bufas reais,Azoia,763,Condominio fechado,PRT,0,0,500,6b
8100,59191,PRT,0,168,68,2014,,3761555,40,1,,0,1429653600,2015,Taxi,Guia,2009,Bloco escadas,PRT,3,0,500,6b
8101,59191,PRT,0,168,68,2014,,3761561,40,3,,0,1429653600,2015,Assim tá bom,Guia,1977,Tubo,PRT,1,0,500,6b
8102,59191,PRT,0,168,68,2014,,3761569,40,2,,0,1429653600,2015,Osso,Guia,904,Farol,PRT,0,0,500,6b
8103,59191,PRT,0,168,68,2014,,3761593,40,3,,0,1429653600,2015,Geração gri,Fenda,427,Carallon,PRT,0,0,500,6b
8108,59191,PRT,0,168,68,2014,,4233049,40,3,,0,1460930400,2016,Aquecimento da cabra,Guia,904,Farol,PRT,3,0,500,6b
8115,59191,PRT,0,168,68,2014,,4307364,40,1,,0,1465423200,2016,Greve geral,Meio mango,6929,Santa linha,PRT,0,0,500,6b
8117,59191,PRT,0,168,68,2014,,4439658,40,3,,0,1473717600,2016,Quebra ossos,Guia,2009,Bloco escadas,PRT,0,0,500,6b
8118,59191,PRT,0,168,68,2014,,4449008,40,1,,0,1474408800,2016,Rapozinho,Guia,461,Degraus,PRT,0,0,500,6b
8120,59191,PRT,0,168,68,2014,,4562902,40,3,,0,1482706800,2016,Bufas reais,Azoia,763,Condominio fechado,PRT,0,0,500,6b
8134,59414,PRT,0,172,68,2014,1988-09-05,3869863,40,3,,0,1436220000,2015,Assim tá bom,Guia,1977,Tubo,PRT,0,0,500,6b
8141,59414,PRT,0,172,68,2014,1988-09-05,4077342,40,1,,0,1448924400,2015,Taxi,Guia,2009,Bloco escadas,PRT,0,0,500,6b
8142,59414,PRT,0,172,68,2014,1988-09-05,4077343,40,3,,0,1448924400,2015,Quebra ossos,Guia,2009,Bloco escadas,PRT,0,0,500,6b
8143,59414,PRT,0,172,68,2014,1988-09-05,4181401,40,3,,0,1457823600,2016,Cabaré do texas,Azoia,642,Cova mijona,PRT,0,0,500,6b
8145,59414,PRT,0,172,68,2014,1988-09-05,4271660,40,3,,0,1463176800,2016,A dança do anão,Meio mango,694,Poças,PRT,0,0,500,6b
8151,59414,PRT,0,172,68,2014,1988-09-05,4384373,40,3,,0,1460671200,2016,Aquecimento da cabra,Guia,904,Farol,PRT,0,0,500,6b
8159,59414,PRT,0,172,68,2014,1988-09-05,4537156,40,3,,0,1480201200,2016,Bufas reais,Azoia,763,Condominio fechado,PRT,0,0,500,6b
8160,59414,PRT,0,172,68,2014,1988-09-05,4540414,40,3,,0,1480546800,2016,Velho obstinado é um velho encharcado,Fenda,810,Crocodilos,PRT,0,0,500,6b
8161,59414,PRT,0,172,68,2014,1988-09-05,4615962,40,3,,0,1487804400,2017,Berebere,Fenda,560,Piratas,PRT,0,0,500,6b
8162,59414,PRT,0,172,68,2014,1988-09-05,4615974,40,3,,0,1487804400,2017,Moby dick,Fenda,2008,Cú de judas,PRT,0,0,500,6b
8174,59881,PRT,0,180,68,2015,,3839008,40,1,,0,1434146400,2015,Verde código verde,Fenda,2010,Giroflé-giroflá,PRT,0,0,500,6b
8179,59881,PRT,0,180,68,2015,,3963446,40,1,,0,1441663200,2015,Cabaré do texas,Azoia,642,Cova mijona,PRT,0,0,500,6b
8198,60387,POL,0,170,63,2012,,4552841,40,3,,0,1481583600,2016,Quebra ossos,Guia,0,Bloco escadas,PRT,0,0,500,6b
8199,60607,PRT,0,0,0,0,,3947256,40,1,,0,1440712800,2015,Geração gri,Fenda,427,Carallon,PRT,0,0,500,6b
8203,60934,DEU,0,170,63,0,1975-12-29,4047333,40,1,,0,1421017200,2015,Geração gri,Fenda,427,Carallon,PRT,0,0,500,6b
8224,61717,PRT,0,164,58,2012,1978-02-22,4448751,40,3,,0,1474149600,2016,Geração gri,Fenda,427,Carallon,PRT,0,0,500,6b
8233,62365,BRA,0,170,63,2012,,4407238,40,3,,0,1426633200,2015,Geração gri,Fenda,427,Carallon,PRT,1,0,500,6b
8234,62365,BRA,0,170,63,2012,,4407296,40,2,,0,1427666400,2015,A dança do anão,Meio mango,694,Poças,PRT,2,0,500,6b
8254,62432,PRT,0,0,0,0,,4653489,40,3,,0,1490565600,2017,Geração gri,Fenda,427,Carallon,PRT,0,0,500,6b
8255,62432,PRT,0,0,0,0,,4655435,40,3,,0,1490911200,2017,A dança do anão,Meio mango,694,Poças,PRT,0,0,500,6b
8257,62642,PRT,0,0,0,0,,4231116,40,3,,0,1460844000,2016,Taxi,Guia,2009,Bloco escadas,PRT,0,0,500,6b
8259,62642,PRT,0,0,0,0,,4231175,40,3,,0,1460844000,2016,A dança do anão,Meio mango,694,Poças,PRT,0,0,500,6b
8261,62642,PRT,0,0,0,0,,4559510,40,3,,0,1482274800,2016,Greve geral,Meio mango,6929,Santa linha,PRT,0,0,500,6b
8272,63280,POL,0,0,0,2013,,4562297,40,3,,0,1482620400,2016,Quebra ossos,Guia,2009,Bloco escadas,PRT,0,0,500,6b
8273,63280,POL,0,0,0,2013,,4562306,40,1,,0,1482620400,2016,Massacre a leste,Guia,904,Farol,PRT,0,0,500,6b
8274,63314,PRT,0,0,0,0,,4327225,40,4,,0,1466805600,2016,Geração gri,Fenda,0,Carallon,PRT,3,0,500,6b
8276,63315,PRT,1,166,53,2015,1991-01-29,4327233,40,2,,0,1460671200,2016,Aquecimento da cabra,Guia,904,Farol,PRT,0,0,500,6b
8278,63315,PRT,1,166,53,2015,1991-01-29,4380228,40,1,,0,1470348000,2016,Geração gri,Fenda,427,Carallon,PRT,0,0,500,6b
8282,63315,PRT,1,166,53,2015,1991-01-29,4418305,40,3,,0,1472508000,2016,Quebra ossos,Guia,2009,Bloco escadas,PRT,0,0,500,6b
8285,63315,PRT,1,166,53,2015,1991-01-29,4528406,40,3,,0,1479510000,2016,Osso,Guia,904,Farol,PRT,0,0,500,6b
8286,63315,PRT,1,166,53,2015,1991-01-29,4536111,40,3,,0,1480287600,2016,Bufas reais,Azoia,763,Condominio fechado,PRT,0,0,500,6b
8287,63315,PRT,1,166,53,2015,1991-01-29,4587022,40,1,,0,1483830000,2017,A dança do anão,Meio mango,694,Poças,PRT,0,0,500,6b
8291,63365,PRT,1,169,58,2016,,4340804,40,4,,0,1467496800,2016,Geração gri,Fenda,427,Carallon,PRT,0,0,500,6b
8296,63464,PRT,0,177,73,2016,,4445616,40,2,,0,1474149600,2016,Geração gri,Fenda,427,Carallon,PRT,0,0,500,6b
8297,63464,PRT,0,177,73,2016,,4537399,40,3,,0,1480201200,2016,Bufas reais,Azoia,763,Condominio fechado,PRT,2,0,500,6b
8299,63464,PRT,0,177,73,2016,,4638255,40,1,,0,1489273200,2017,A dança do anão,Meio mango,694,Poças,PRT,0,0,500,6b
8300,63464,PRT,0,177,73,2016,,4708030,40,1,,0,1493503200,2017,Quebra ossos,Guia,2009,Bloco escadas,PRT,2,0,500,6b
8301,63464,PRT,0,177,73,2016,,4870809,40,1,,0,1502402400,2017,Taxi,Guia,2009,Bloco escadas,PRT,0,0,500,6b
8305,63681,PRT,0,179,68,2010,1971-08-27,4393552,40,1,,0,1437861600,2015,Terror na autovia,Fenda,2008,Cú de judas,PRT,0,0,500,6b
8307,63681,PRT,0,179,68,2010,1971-08-27,4393584,40,1,,0,1410040800,2014,Velho e traidor,Azoia,2398,Poema rocha,PRT,0,0,500,6b
8308,63681,PRT,0,179,68,2010,1971-08-27,4393585,40,1,,0,1409349600,2014,Táxi,Guia,0,,PRT,0,0,500,6b
8309,63681,PRT,0,179,68,2010,1971-08-27,4393587,40,1,,0,1408744800,2014,O último shamã,Fenda,560,Piratas,PRT,0,0,500,6b
8310,63681,PRT,0,179,68,2010,1971-08-27,4393592,40,1,,0,1408053600,2014,Berbére,Fenda,560,Piratas,PRT,0,0,500,6b
8312,63681,PRT,0,179,68,2010,1971-08-27,4397087,40,1,,0,1385247600,2013,Bufas reais,Azoia,763,Condominio fechado,PRT,2,0,500,6b
8313,63681,PRT,0,179,68,2010,1971-08-27,4397091,40,1,,0,1383433200,2013,Assim tá bom,Guia,1977,Tubo,PRT,0,0,500,6b
8317,63681,PRT,0,179,68,2010,1971-08-27,4434305,40,1,,0,1473544800,2016,Fred astaire,Guia,3590,Guia nova,PRT,2,0,500,6b
8319,63681,PRT,0,179,68,2010,1971-08-27,4446288,40,1,,0,1474149600,2016,Quebra ossos,Guia,2009,Bloco escadas,PRT,0,0,500,6b
8320,63681,PRT,0,179,68,2010,1971-08-27,4546537,40,2,,0,1481151600,2016,A dança do anão,Meio mango,694,Poças,PRT,0,0,500,6b
8325,63681,PRT,0,179,68,2010,1971-08-27,4749479,40,2,,0,1495922400,2017,Beija flôr,Fenda,2010,Giroflé-giroflá,PRT,0,0,500,6b
8328,63681,PRT,0,179,68,2010,1971-08-27,4873607,40,3,,0,1503093600,2017,Greve geral,Meio mango,6929,Santa linha,PRT,1,0,500,6b
8332,63865,ESP,0,0,0,1994,,4570858,40,3,,0,1480633200,2016,A dança do anão,Meio mango,694,Poças,PRT,0,0,500,6b
8333,63865,ESP,0,0,0,1994,,4570865,40,3,,0,1480633200,2016,Taxi,Guia,904,Farol,PRT,0,0,500,6b
8343,64675,PRT,0,0,68,2015,,4557108,40,1,,0,1482015600,2016,Bufas reais,Azoia,763,Condominio fechado,PRT,0,0,500,6b
8345,64675,PRT,0,0,68,2015,,4631195,40,1,,0,1489186800,2017,Terror na autovia,Fenda,2008,Cú de judas,PRT,0,0,500,6b
8346,64675,PRT,0,0,68,2015,,4675085,40,1,,0,1492034400,2017,Velho e traidor,Azoia,2398,Poema rocha,PRT,0,0,500,6b
8349,65466,ESP,1,160,53,2016,1995-12-12,4773708,40,1,,0,1497045600,2017,Geração gri,Fenda,427,Carallon,PRT,0,0,500,6b
8350,65494,PRT,0,0,0,0,,4659800,40,1,,0,1473458400,2016,Berebere,Fenda,560,Piratas,PRT,3,1,500,6b
8351,65494,PRT,0,0,0,0,,4659802,40,1,,0,1473976800,2016,Terror na autovia,Fenda,0,Cú de judas,PRT,0,0,500,6b
8352,65494,PRT,0,0,0,0,,4660323,40,3,,0,1474668000,2016,Velho e traidor,Azoia,2398,Poema rocha,PRT,2,0,500,6b
8353,65494,PRT,0,0,0,0,,4696080,40,1,,0,1472680800,2016,Taxi,Guia,2009,Bloco escadas,PRT,3,1,500,6b
8354,65494,PRT,0,0,0,0,,4708064,40,1,,0,1493589600,2017,Aquecimento da cabra,Guia,904,Farol,PRT,0,0,500,6b
8357,65494,PRT,0,0,0,0,,4790195,40,1,,0,1451602800,2016,Assim tá bom,Guia,1977,Tubo,PRT,0,0,500,6b
8370,165,PRT,0,172,58,2000,1975-12-28,44971,38,1,,0,1044054000,2003,Passeio da manhã,Guia,480,Ocidente,PRT,0,0,450,6a+
8371,165,PRT,0,172,58,2000,1975-12-28,44974,38,1,,0,1020204000,2002,Esquininha,Guia,2546,Corta unhas,PRT,0,0,450,6a+
8372,165,PRT,0,172,58,2000,1975-12-28,48406,38,1,,0,1018735200,2002,Ovomaltine,Guia,461,Degraus,PRT,2,0,450,6a+
8374,165,PRT,0,172,58,2000,1975-12-28,64200,38,1,,0,1025992800,2002,Moby dick,Fenda,2008,Cú de judas,PRT,0,0,450,6a+
8375,165,PRT,0,172,58,2000,1975-12-28,146120,38,3,,0,1060380000,2003,O último shamã,Fenda,560,Piratas,PRT,1,0,450,6a+
8377,165,PRT,0,172,58,2000,1975-12-28,147946,38,3,,0,1061589600,2003,Aquarius,Guia,1977,Tubo,PRT,2,0,450,6a+
8378,165,PRT,0,172,58,2000,1975-12-28,155632,38,1,,0,1064008800,2003,Equilíbrio,Guia,768,Alcatifa,PRT,2,0,450,6a+
8393,165,PRT,0,172,58,2000,1975-12-28,283519,38,2,,0,1108162800,2005,Maré baixa,Guia,3590,Guia nova,PRT,2,0,450,6a+
8409,671,PRT,0,0,0,0,,12039,38,1,,0,946681200,2000,Bicepes,Guia,2009,Bloco escadas,PRT,1,0,450,6a+
8410,671,PRT,0,0,0,0,,12040,38,1,,0,978735600,2001,Equilíbrio,Guia,768,Alcatifa,PRT,1,0,450,6a+
8411,671,PRT,0,0,0,0,,14177,38,3,,0,989445600,2001,Corta unhas,Guia,2546,Corta unhas,PRT,0,0,450,6a+
8413,1331,PRT,0,182,73,2000,1977-04-08,3474820,38,2,,0,1408831200,2014,Aquarius,Guia,1977,Tubo,PRT,1,0,450,6a+
8414,1331,PRT,0,182,73,2000,1977-04-08,3474821,38,3,,0,1408053600,2014,Ovomaltine,Guia,461,Degraus,PRT,1,0,450,6a+
8430,1923,PRT,0,0,0,0,,53968,38,1,,0,1020204000,2002,Passeio da manhã,Guia,480,Ocidente,PRT,0,0,450,6a+
8431,1923,PRT,0,0,0,0,,90392,38,1,,0,1036105200,2002,Passeio da manhã,Guia,480,Ocidente,PRT,0,0,450,6a+
8434,2357,PRT,0,175,68,2001,1978-06-05,62806,38,1,,0,1022882400,2002,Ovomaltine,Guia,461,Degraus,PRT,0,0,450,6a+
8435,2357,PRT,0,175,68,2001,1978-06-05,62810,38,1,,0,1022882400,2002,Bicepes,Guia,2009,Bloco escadas,PRT,0,0,450,6a+
8436,2357,PRT,0,175,68,2001,1978-06-05,64033,38,3,,0,1025474400,2002,Verde código verde,Fenda,2010,Giroflé-giroflá,PRT,0,0,450,6a+
8446,3049,PRT,0,178,73,2002,1970-12-13,100978,38,4,,0,1043535600,2003,Equilíbrio,Guia,768,Alcatifa,PRT,3,0,450,6a+
8447,3049,PRT,0,178,73,2002,1970-12-13,102606,38,4,,0,1044658800,2003,Esquininha,Guia,2546,Corta unhas,PRT,3,0,450,6a+
8448,3049,PRT,0,178,73,2002,1970-12-13,137657,38,4,,0,1057442400,2003,Moby dick,Fenda,2008,Cú de judas,PRT,2,0,450,6a+
8449,3074,PRT,0,0,0,1998,1969-06-25,90222,38,1,,0,1033423200,2002,Equilíbrio,Guia,768,Alcatifa,PRT,0,0,450,6a+
8450,3074,PRT,0,0,0,1998,1969-06-25,90234,38,2,,0,1036105200,2002,Moby dick,Fenda,2008,Cú de judas,PRT,0,0,450,6a+
8451,3074,PRT,0,0,0,1998,1969-06-25,90235,38,2,,0,1036105200,2002,Ovomaltine,Guia,461,Degraus,PRT,0,0,450,6a+
8452,3074,PRT,0,0,0,1998,1969-06-25,93987,38,3,,0,1030831200,2002,Assim tá bom,Guia,1977,Tubo,PRT,0,0,450,6a+
8454,3580,PRT,0,0,0,0,,3629897,38,2,,0,1419807600,2014,Bonsai,Azoia,763,Condominio fechado,PRT,0,0,450,6a+
8455,3580,PRT,0,0,0,0,,3629942,38,2,,0,1419807600,2014,Andas à procura da tua neta,Azoia,763,Condominio fechado,PRT,0,0,450,6a+
8460,4294,PRT,0,0,0,0,,135144,38,3,,0,1057096800,2003,Verde código verde,Fenda,2010,Giroflé-giroflá,PRT,0,0,450,6a+
8461,4294,PRT,0,0,0,0,,135150,38,1,,0,1052085600,2003,Passeio da manhã,Guia,480,Ocidente,PRT,0,0,450,6a+
8462,4294,PRT,0,0,0,0,,135159,38,1,,0,1053813600,2003,Ovomaltine,Guia,461,Degraus,PRT,0,0,450,6a+
8463,4294,PRT,0,0,0,0,,135166,38,1,,0,1053554400,2003,Equilíbrio,Guia,768,Alcatifa,PRT,0,0,450,6a+
8469,5181,PRT,0,174,73,1998,1979-12-23,180498,38,3,,0,1041030000,2002,Moby dick,Fenda,2008,Cú de judas,PRT,1,0,450,6a+
8477,5181,PRT,0,174,73,1998,1979-12-23,317604,38,3,,0,1116626400,2005,Bonsai,Azoia,0,,PRT,1,0,450,6a+
8478,5181,PRT,0,174,73,1998,1979-12-23,317605,38,3,,0,1116626400,2005,Andas à procura da tua neta,Azoia,763,Condominio fechado,PRT,1,0,450,6a+
8486,5181,PRT,0,174,73,1998,1979-12-23,400835,38,2,,0,1134169200,2005,Bad speedy,Fenda,0,,PRT,2,0,450,6a+
8488,5181,PRT,0,174,73,1998,1979-12-23,429527,38,3,,0,1142031600,2006,Beija flôr,Fenda,2010,Giroflé-giroflá,PRT,1,0,450,6a+
8513,5181,PRT,0,174,73,1998,1979-12-23,1061370,38,3,,0,1223157600,2008,Aurora boreal,Azoia,763,Condominio fechado,PRT,3,0,450,6a+
8514,5181,PRT,0,174,73,1998,1979-12-23,1061373,38,3,,0,1223157600,2008,Vai lá que não deuter nada,Azoia,763,Condominio fechado,PRT,2,0,450,6a+
8533,5181,PRT,0,174,73,1998,1979-12-23,3175382,38,3,,0,1388962800,2014,Passeio da manhã,Guia,480,Ocidente,PRT,1,0,450,6a+
8534,5181,PRT,0,174,73,1998,1979-12-23,3228579,38,3,,0,1393887600,2014,Galeão branco,Fenda,560,Piratas,PRT,1,0,450,6a+
8536,5181,PRT,0,174,73,1998,1979-12-23,4284089,38,3,,0,1463781600,2016,Blind witch project,Fenda,560,Piratas,PRT,2,0,450,6a+
8539,5181,PRT,0,174,73,1998,1979-12-23,4693267,38,3,,0,1492552800,2017,Ex-porca e molhada,Meio mango,694,Poças,PRT,2,0,450,6a+
8554,5317,PRT,0,179,58,2003,1988-04-06,317620,38,2,,0,1116626400,2005,Bonsai,Azoia,0,,PRT,1,0,450,6a+
8575,6495,PRT,0,189,78,2003,1982-06-26,577896,38,3,,0,1166223600,2006,Passeio da manhã,Guia,480,Ocidente,PRT,0,0,450,6a+
8587,8004,PRT,0,170,68,2001,1979-03-24,303605,38,3,,0,1113602400,2005,Moby dick,Fenda,2008,Cú de judas,PRT,0,0,450,6a+
8590,8004,PRT,0,170,68,2001,1979-03-24,1037428,38,3,,0,1220911200,2008,Andas à procura da tua neta,Azoia,763,Condominio fechado,PRT,0,0,450,6a+
8617,8183,PRT,0,181,73,2004,1984-03-11,512656,38,1,,0,1154383200,2006,Bonsai,Azoia,763,Condominio fechado,PRT,0,0,450,6a+
8623,8183,PRT,0,181,73,2004,1984-03-11,808301,38,3,,0,1196463600,2007,Passeio da manhã,Guia,480,Ocidente,PRT,0,0,450,6a+
8652,8276,PRT,0,186,73,2000,1979-05-05,433850,38,1,,0,1141513200,2006,Ovomaltine,Guia,461,Degraus,PRT,2,0,450,6a+
8660,8276,PRT,0,186,73,2000,1979-05-05,773266,38,2,,0,1190412000,2007,Passeio da manhã,Guia,480,Ocidente,PRT,0,0,450,6a+
8662,8281,PRT,0,176,73,2003,1965-02-08,290837,38,1,,0,1110754800,2005,Equilíbrio,Guia,768,Alcatifa,PRT,2,0,450,6a+
8666,8281,PRT,0,176,73,2003,1965-02-08,388164,38,3,,0,1131231600,2005,Variante abre as pernas,Fenda,560,Piratas,PRT,1,0,450,6a+
8669,8281,PRT,0,176,73,2003,1965-02-08,423518,38,3,,0,1140217200,2006,Bonsai,Azoia,763,Condominio fechado,PRT,2,0,450,6a+
8676,8281,PRT,0,176,73,2003,1965-02-08,568333,38,1,,0,1164495600,2006,Passeio da manhã,Guia,480,Ocidente,PRT,2,0,450,6a+
8678,8281,PRT,0,176,73,2003,1965-02-08,619592,38,1,,0,1173999600,2007,Moby dick,Fenda,2008,Cú de judas,PRT,2,0,450,6a+
8681,8281,PRT,0,176,73,2003,1965-02-08,633016,38,3,,0,1175810400,2007,Andas à procura da tua neta,Azoia,763,Condominio fechado,PRT,2,0,450,6a+
8684,8281,PRT,0,176,73,2003,1965-02-08,695550,38,1,,0,1182808800,2007,Esquininha,Guia,2546,Corta unhas,PRT,2,0,450,6a+
8687,8281,PRT,0,176,73,2003,1965-02-08,882503,38,1,,0,1117663200,2005,Ovomaltine,Guia,461,Degraus,PRT,2,0,450,6a+
8688,8281,PRT,0,176,73,2003,1965-02-08,922870,38,3,,0,1210456800,2008,Maré baixa,Guia,3590,Guia nova,PRT,3,1,450,6a+
8703,8281,PRT,0,176,73,2003,1965-02-08,1816306,38,3,,0,1289689200,2010,Aurora boreal,Azoia,763,Condominio fechado,PRT,2,0,450,6a+
8704,8281,PRT,0,176,73,2003,1965-02-08,1816308,38,3,,0,1289689200,2010,Vai lá que não deuter nada,Azoia,763,Condominio fechado,PRT,2,0,450,6a+
8707,8281,PRT,0,176,73,2003,1965-02-08,2204801,38,1,,0,1111791600,2005,Esplanada,Guia,480,Ocidente,PRT,2,0,450,6a+
8708,8281,PRT,0,176,73,2003,1965-02-08,2204802,38,1,,0,1116712800,2005,Corta unhas,Guia,2546,Corta unhas,PRT,1,0,450,6a+
8709,8281,PRT,0,176,73,2003,1965-02-08,2255734,38,1,,0,1322694000,2011,Verde código verde,Fenda,2010,Giroflé-giroflá,PRT,2,0,450,6a+
8714,8281,PRT,0,176,73,2003,1965-02-08,2878933,38,1,,0,1368914400,2013,Esquininha,Guia,2546,Corta unhas,PRT,3,0,450,6a+
8735,8932,PRT,0,162,53,2004,1977-07-12,319562,38,3,,0,1117317600,2005,Esplanada,Guia,480,Ocidente,PRT,2,0,450,6a+
8736,8932,PRT,0,162,53,2004,1977-07-12,320083,38,3,,0,1110582000,2005,Passeio da manhã,Guia,480,Ocidente,PRT,2,0,450,6a+
